acft_type;acft_cat;in_block_hour;off_block_hour;total_time;turnaround _type;turnaround_qualifier;tow_type
B738;C;23;7;444;DD;JJ;1
A320;C;23;7;491;DD;JJ;1
B738;C;23;9;585;DD;JJ;2
A320;C;23;6;420;DD;JJ;1
A320;C;23;8;487;II;JJ;1
A320;C;0;7;415;DD;JJ;1
B738;C;0;6;388;ID;JJ;2
B733;C;0;2;137;DD;AA;1
B722;C;0;3;166;DD;MM;1
B738;C;0;5;291;II;JJ;2
A320;C;0;5;282;II;JJ;1
B734;C;0;4;200;DD;AA;1
B722;C;0;4;205;DD;MM;1
B734;C;0;3;172;DD;AA;1
E190;C;0;7;385;DD;JJ;2
B734;C;0;2;72;DD;AA;1
B722;C;0;4;186;DD;MM;1
B734;C;1;2;107;DD;AA;1
B77W;E;1;2;109;II;JJ;1
AT72;C;1;4;182;DD;FF;1
B77L;E;1;2;96;II;JJ;1
A320;C;1;5;273;DD;JJ;1
B734;C;1;4;215;DD;AA;1
A318;C;1;6;302;DD;JJ;1
B76W;D;1;3;152;DD;MM;1
A321;C;1;3;85;DD;JJ;1
B734;C;2;4;99;DD;MM;1
A332;E;4;0;1198;II;JJ;3
A321;C;4;7;200;DD;JJ;1
B748;F;4;18;829;II;JJ;3
B738;C;4;5;74;ID;JJ;1
B77W;E;4;10;372;II;JJ;3
B772;E;4;14;606;II;JJ;3
A332;E;4;5;60;II;JJ;1
B737;C;4;5;58;DD;JJ;1
B738;C;4;7;149;DD;JJ;1
B77W;E;5;23;1100;II;JJ;3
B738;C;5;6;85;DD;JJ;1
A332;E;5;23;1076;II;JJ;2
B76W;D;5;7;167;II;JJ;1
B744;E;5;16;651;II;JJ;3
A321;C;5;9;226;DD;JJ;1
B76W;D;5;14;557;II;JJ;3
A332;E;5;8;182;II;JJ;1
B738;C;5;10;285;DD;JJ;1
A346;E;5;16;682;II;JJ;3
A320;C;5;8;175;II;JJ;2
B738;C;5;8;145;DD;JJ;1
B77W;E;5;7;113;II;JJ;1
A332;E;5;15;596;II;JJ;3
B738;C;5;6;73;DD;JJ;1
A332;E;5;8;151;II;JJ;1
B738;C;5;7;126;DD;JJ;1
A343;E;5;18;769;II;JJ;3
A332;E;6;14;513;II;JJ;3
B77W;E;6;22;969;II;JJ;3
B77W;E;6;15;571;II;JJ;3
B76W;D;6;22;997;II;JJ;3
A321;C;6;7;95;DD;JJ;1
A320;C;6;8;130;DD;JJ;1
B738;C;6;12;356;II;JJ;3
A346;E;6;15;531;II;JJ;3
A332;E;6;20;861;II;JS;3
A320;C;6;11;336;DD;JJ;1
B738;C;6;10;251;DD;JJ;2
A321;C;6;8;149;DD;JJ;1
A320;C;6;8;115;DD;JJ;1
B77W;E;6;23;999;II;JJ;3
A321;C;6;8;120;DD;JJ;1
B737;C;6;7;73;DD;JJ;1
B738;C;6;9;178;DD;JJ;2
A320;C;6;7;58;DD;JJ;1
A320;C;6;8;124;DD;JJ;1
A320;C;7;9;123;DD;JJ;1
AT72;C;7;7;43;DD;JJ;1
A320;C;7;8;68;DD;JJ;1
B738;C;7;8;74;DD;JJ;1
A320;C;7;11;240;DD;JG;2
A319;C;7;9;107;DD;JJ;1
A320;C;7;9;105;II;JJ;1
A320;C;7;8;56;DD;JJ;1
B738;C;7;8;56;DD;JJ;1
AT72;C;7;8;37;DD;JJ;1
B76W;D;7;10;181;II;JJ;1
B77W;E;7;23;949;II;JJ;3
A320;C;7;8;67;DD;JJ;1
A321;C;7;9;102;DD;JJ;1
A321;C;7;10;172;DD;JJ;1
B738;C;7;9;90;DD;JJ;1
B76W;D;7;8;39;II;FF;1
E190;C;7;9;74;DD;JJ;1
A320;C;7;11;195;II;JJ;1
B738;C;8;12;250;DI;JJ;3
E190;C;8;9;59;DD;JJ;1
A320;C;8;8;46;DD;JJ;1
E190;C;8;8;43;DD;JJ;1
B738;C;8;10;141;DD;JJ;1
B76W;D;8;21;794;II;JJ;3
B77W;E;8;20;720;II;JJ;3
AT72;C;8;9;37;DD;JJ;1
A320;C;8;9;41;DD;JJ;1
B738;C;8;10;88;DD;JJ;1
B737;C;8;9;50;DD;JJ;1
B737;C;8;10;113;DD;JJ;1
B738;C;8;10;96;DI;JJ;1
E190;C;8;9;54;DD;JJ;1
B738;C;8;11;133;ID;JJ;1
E190;C;8;9;52;DD;JJ;1
B737;C;9;9;43;DD;JJ;1
A321;C;9;10;96;DD;JJ;1
A320;C;9;10;59;DD;JJ;1
A320;C;9;11;104;II;JJ;1
B737;C;9;10;59;II;JJ;1
B738;C;9;10;93;ID;JJ;1
A320;C;9;12;197;II;JJ;2
E190;C;9;10;43;DD;JJ;1
B737;C;9;10;45;DD;JJ;1
B738;C;9;10;45;DI;JJ;1
B738;C;9;11;92;DI;JJ;1
B738;C;9;10;68;DD;JJ;1
E190;C;9;10;29;DD;JJ;1
A320;C;9;12;126;DD;JG;1
A320;C;10;10;56;DD;JJ;1
B738;C;10;10;55;DD;JJ;1
A321;C;10;11;54;DD;JJ;1
A320;C;10;11;70;DD;JJ;1
B738;C;10;11;69;DI;JJ;1
A321;C;10;11;58;DD;JJ;1
A320;C;10;11;68;DD;JJ;1
B738;C;10;11;54;DD;JG;1
AT72;C;10;10;24;DD;JJ;1
A332;E;10;12;119;II;JJ;1
E190;C;10;11;41;DD;JJ;1
E190;C;10;11;41;DD;JJ;1
A320;C;10;14;226;II;JJ;1
B738;C;10;12;82;DI;JJ;1
B737;C;10;12;75;DI;JJ;1
A320;C;10;13;129;DD;JJ;1
B737;C;11;12;62;DD;JJ;1
B772;E;11;23;712;II;JJ;3
A321;C;11;12;90;DD;JJ;1
E190;C;11;12;50;DD;JJ;1
B738;C;11;12;90;ID;JJ;1
B738;C;11;13;125;DD;JJ;1
E190;C;11;12;63;DD;JJ;1
A318;C;11;12;61;DD;JJ;1
A320;C;11;12;50;DD;JJ;1
A319;C;11;12;72;DD;JJ;1
B738;C;11;12;77;DI;JJ;1
A320;C;11;13;82;DD;JJ;1
E190;C;11;13;98;DD;JJ;1
B788;E;11;16;275;II;JJ;1
A321;C;11;13;75;DD;JJ;1
AT72;C;11;12;28;DD;JJ;1
B737;C;11;12;43;DD;JJ;1
A321;C;12;19;428;DD;JJ;1
A320;C;12;14;140;DD;JJ;1
A321;C;12;15;191;DD;JJ;1
AT72;C;12;12;25;DD;JJ;1
A320;C;12;13;75;DD;JJ;1
A320;C;12;13;53;DD;JJ;1
B738;C;12;13;69;DD;JJ;1
A320;C;12;13;50;DD;JJ;1
AT72;C;12;13;90;DD;JJ;1
E190;C;12;13;48;II;JJ;1
A320;C;12;13;69;DD;JJ;1
B738;C;12;13;73;DD;JJ;1
E190;C;12;13;36;DD;JJ;1
B738;C;12;13;80;DD;JJ;1
A320;C;12;13;38;DD;JJ;1
A320;C;12;16;245;DD;JJ;1
A321;C;12;19;421;DD;JJ;1
B737;C;12;13;49;DD;JG;1
E190;C;12;13;55;DD;JJ;1
A320;C;12;15;169;DD;JJ;1
A320;C;12;17;280;II;JJ;2
B738;C;13;13;51;DD;JJ;1
B738;C;13;13;50;DD;JG;1
B737;C;13;13;45;DD;JJ;1
B738;C;13;14;77;DD;JJ;1
A320;C;13;15;144;DD;JJ;1
F100;C;13;14;54;DD;JJ;1
E190;C;13;14;70;DD;JJ;1
B738;C;13;14;63;DD;JJ;1
A321;C;13;17;261;DD;JJ;3
E190;C;13;13;35;DD;JJ;1
B738;C;13;16;155;DD;JG;1
A320;C;13;15;113;DD;JJ;1
A320;C;13;18;285;II;JJ;2
A320;C;13;15;107;DD;JJ;1
B76W;D;13;17;218;DD;FF;1
A320;C;13;14;67;DD;JJ;1
E190;C;13;14;57;DD;JJ;1
B738;C;13;14;68;DD;JJ;1
A320;C;13;16;142;DD;JJ;1
B737;C;13;15;100;II;JJ;1
A320;C;13;17;194;DD;JJ;1
B737;C;13;14;45;DD;JJ;1
B738;C;13;14;47;DD;JJ;1
A318;C;14;15;89;DD;JJ;1
AT72;C;14;14;35;DD;JJ;1
B738;C;14;15;104;ID;JJ;1
E190;C;14;15;46;DD;JJ;1
A320;C;14;16;151;DD;GJ;1
E190;C;14;15;41;DD;JJ;1
A332;E;14;5;908;DD;FF;1
A332;E;14;18;222;II;JJ;1
B738;C;14;15;52;DD;JG;1
A321;C;14;16;114;DD;JJ;1
A320;C;14;15;55;DD;JJ;1
B738;C;14;15;82;DD;JJ;1
A321;C;14;16;118;DD;JJ;1
A320;C;14;16;94;DD;JJ;1
B738;C;14;15;62;DD;JJ;1
A320;C;14;17;163;II;JJ;1
A318;C;14;16;112;DD;SJ;1
B738;C;14;16;80;DD;JJ;1
A320;C;15;4;805;DD;GS;1
E190;C;15;15;43;DD;JJ;1
A319;C;15;16;69;DD;JJ;1
B76W;D;15;19;261;II;JJ;3
AT72;C;15;15;19;DD;JJ;1
B738;C;15;16;47;DD;JJ;1
A321;C;15;17;115;DD;JJ;1
B738;C;15;16;47;DD;JJ;1
E190;C;15;16;39;DD;JJ;1
B737;C;15;16;37;DD;JJ;1
A320;C;15;17;88;DD;JJ;1
B738;C;15;18;151;DI;JJ;2
A318;C;15;17;89;DD;JJ;1
B77W;E;15;17;108;II;JJ;1
B737;C;16;16;57;DD;JJ;1
B738;C;16;17;70;ID;JJ;1
B738;C;16;16;44;DD;JJ;1
A320;C;16;17;63;DD;JJ;1
A320;C;16;17;87;DD;JJ;1
B77L;E;16;17;94;II;JJ;1
A320;C;16;16;39;DD;JJ;1
B773;E;16;0;461;II;JJ;3
A320;C;16;17;62;DD;JJ;1
A320;C;16;17;72;DD;JJ;1
B77W;E;16;18;113;II;JJ;1
B737;C;16;17;42;DD;JJ;1
E190;C;16;17;45;DD;JJ;1
B737;C;16;19;156;DD;GJ;1
E190;C;16;17;46;DD;JJ;1
A332;E;16;18;130;II;JJ;1
A321;C;16;18;76;DD;JJ;1
A320;C;16;17;49;DD;JJ;1
A332;E;17;18;91;II;JJ;1
B738;C;17;19;117;DD;JJ;1
A320;C;17;18;112;II;JJ;1
A320;C;17;18;70;DD;JJ;1
AT72;C;17;17;33;DD;JJ;1
AT72;C;17;18;85;DD;JJ;1
B737;C;17;18;84;DD;JJ;1
B77W;E;17;19;110;II;JJ;1
B737;C;17;18;35;DD;JG;1
A346;E;17;22;330;II;JJ;2
E190;C;17;18;35;DD;JJ;1
B738;C;17;18;42;DD;JJ;1
AT72;C;17;18;49;DD;JJ;1
B738;C;17;18;77;ID;JJ;1
B772;E;17;19;95;II;JJ;1
E190;C;17;18;60;DD;JJ;1
E190;C;17;20;185;DD;JJ;1
A320;C;17;21;200;II;JJ;1
B738;C;17;18;63;ID;JJ;1
B738;C;17;19;99;ID;JJ;1
A321;C;17;20;128;DD;JJ;1
B738;C;18;20;171;DI;GJ;1
B738;C;18;19;81;ID;JJ;1
B737;C;18;21;176;ID;JJ;2
E190;C;18;19;47;DD;JJ;1
A321;C;18;19;92;DD;JJ;1
E190;C;18;19;36;DD;JJ;1
A321;C;18;6;741;DD;JJ;1
A321;C;18;19;76;DD;JJ;1
B738;C;18;20;100;DD;JJ;1
B738;C;18;8;799;DI;JJ;1
A320;C;18;19;51;DD;JJ;1
A320;C;18;19;50;DD;JJ;1
A320;C;18;19;54;DD;JJ;1
A320;C;19;20;86;DD;JJ;1
B738;C;19;20;69;DD;JJ;1
A321;C;19;22;208;DD;JJ;1
A320;C;19;20;73;II;JJ;1
B737;C;19;19;46;II;JJ;1
B738;C;19;20;75;DD;JJ;1
B737;C;19;19;40;DD;JJ;1
B738;C;19;20;93;DD;JG;1
A320;C;19;20;42;DD;JJ;1
AT72;C;19;19;26;DD;JJ;1
B738;C;19;1;350;II;JJ;2
B738;C;19;20;50;DD;JJ;1
B738;C;19;20;77;DI;GJ;1
B77W;E;19;22;184;II;JJ;1
B738;C;19;20;44;DD;JJ;1
A319;C;19;20;39;DD;JJ;1
A321;C;19;21;127;DD;JJ;1
B737;C;19;20;54;DD;JJ;1
A320;C;19;5;604;DD;JJ;3
A332;E;19;23;215;II;JJ;2
B738;C;19;20;66;DD;JJ;1
B76W;D;19;0;257;II;JJ;1
A320;C;19;23;191;DD;JJ;1
A321;C;20;22;133;DD;JJ;1
A320;C;20;22;136;II;JJ;1
E190;C;20;20;36;DD;JJ;1
B738;C;20;22;137;DD;JJ;1
A320;C;20;21;74;ID;JS;1
B738;C;20;21;57;DD;JG;1
B76W;D;20;8;709;II;JJ;2
B737;C;20;21;78;DD;JJ;1
E190;C;20;20;35;DD;JJ;1
B77W;E;20;23;188;II;JJ;1
E190;C;20;21;36;DD;JJ;1
B738;C;20;21;50;DD;JJ;1
E190;C;20;21;38;DD;JJ;1
A320;C;20;21;84;DD;JJ;1
B738;C;20;1;310;II;JJ;1
B738;C;20;23;150;DD;JJ;1
E190;C;20;21;39;DD;JJ;1
A321;C;20;22;87;DD;JJ;1
A320;C;20;23;154;DD;JJ;1
A320;C;20;5;509;II;JJ;2
A320;C;20;22;89;DD;JJ;1
A321;C;20;22;99;DD;JJ;1
A320;C;20;21;44;DD;JJ;1
A320;C;20;21;63;DD;JG;1
A320;C;20;21;44;DD;JJ;1
B738;C;20;22;69;DD;JJ;1
A320;C;21;0;209;DD;JJ;2
B76W;D;21;22;102;DI;JJ;1
A320;C;21;23;123;DD;JJ;1
A320;C;21;6;576;DD;JJ;2
A321;C;21;23;109;DD;JJ;1
A320;C;21;7;620;DI;JG;2
A320;C;21;22;66;DD;JJ;1
B738;C;21;22;53;DI;JJ;1
AT72;C;21;22;66;DD;JJ;1
AT72;C;21;21;21;DD;JJ;1
B738;C;21;22;71;DD;JJ;1
B738;C;21;23;117;DD;JJ;1
B738;C;21;23;113;DD;JJ;2
E190;C;21;23;84;DD;JJ;1
A320;C;21;7;566;II;JJ;2
E190;C;21;6;522;DD;JJ;3
A320;C;21;22;44;DD;JJ;1
A321;C;21;23;83;DD;JJ;1
AT72;C;21;22;25;DD;JJ;1
A320;C;22;9;670;II;JJ;2
B738;C;22;23;59;DD;JJ;1
B737;C;22;5;457;II;JJ;3
B738;C;22;23;104;DD;JJ;1
A320;C;22;13;887;DD;JJ;3
A320;C;22;0;87;DD;JJ;1
AT72;C;22;7;543;DD;JJ;3
B738;C;22;0;91;DD;JJ;1
B737;C;22;23;38;DD;JJ;1
B737;C;22;23;42;DD;JJ;1
E190;C;22;6;468;DD;JJ;2
A318;C;22;5;367;DD;JJ;1
B738;C;23;5;414;DD;JJ;1
A320;C;23;6;452;DD;JJ;1
B788;E;23;1;150;II;JJ;1
A321;C;23;3;243;DD;JJ;1
E190;C;23;7;491;DD;JJ;3
B737;C;23;0;79;DD;JJ;1
A321;C;23;0;60;DD;JJ;1
A320;C;23;6;406;DD;JJ;1
B738;C;23;0;69;DD;JJ;1
E190;C;23;6;425;DD;JJ;2
B738;C;23;0;58;DD;JJ;1
B738;C;23;0;80;DD;JJ;1
E190;C;23;5;376;DD;JJ;1
B738;C;23;5;371;DD;JJ;1
A320;C;23;9;576;DD;JJ;2
A320;C;23;8;499;II;JJ;3
A320;C;0;7;439;DD;JJ;2
B733;C;0;2;160;DD;AA;1
A320;C;0;7;457;DD;JJ;1
B722;C;0;3;180;DD;MM;1
B738;C;0;3;184;II;JJ;1
A320;C;0;7;437;II;JJ;1
B738;C;0;7;394;ID;JJ;2
B734;C;0;3;168;DD;AA;1
B734;C;0;3;188;DD;AA;1
B734;C;0;1;73;DD;AA;1
B734;C;0;2;119;DD;AA;1
B722;C;0;4;188;DD;MM;1
B76W;D;1;3;170;DD;MM;1
E190;C;1;6;339;DD;JJ;1
B734;C;1;4;221;DD;AA;1
B722;C;1;3;167;DD;MM;1
AT72;C;1;4;182;DD;FF;1
B77L;E;1;2;89;II;JJ;1
B77W;E;1;3;105;II;JJ;1
A318;C;1;6;264;DD;JJ;1
A321;C;2;6;279;DD;JJ;1
B722;C;2;4;111;DD;MM;1
A321;C;3;8;302;DD;JJ;1
B76W;D;3;5;112;DD;FF;1
B738;C;3;5;111;II;JJ;1
B738;C;4;10;364;II;JJ;2
B77W;E;4;7;184;II;JJ;1
A332;E;4;5;66;II;JJ;1
B748;F;4;18;807;II;JJ;3
B738;C;4;7;183;DD;JJ;1
B738;C;4;6;112;DD;JJ;1
A332;E;5;22;1058;II;JJ;3
B772;E;5;14;592;II;JJ;3
A343;E;5;23;1126;II;JJ;3
B77W;E;5;10;337;II;JJ;1
A321;C;5;9;249;DD;JJ;1
B76W;D;5;14;575;II;JJ;3
B77W;E;5;23;1114;II;JJ;3
B744;E;5;15;640;II;JJ;3
B77W;E;5;23;1092;II;JJ;3
B737;C;5;6;41;DD;JJ;1
B76W;D;5;9;245;ID;JJ;1
A332;E;5;15;628;II;JJ;3
A332;E;5;8;176;II;JJ;1
B738;C;5;6;53;DD;JJ;1
B738;C;5;6;81;DD;JJ;1
B738;C;5;6;78;DD;JJ;1
A332;E;5;14;517;II;JJ;3
A346;E;5;17;679;II;JJ;3
B738;C;5;6;65;DD;JJ;1
B738;C;5;8;151;ID;JJ;1
A321;C;5;7;94;DD;JJ;1
A332;E;6;8;144;II;JJ;1
A343;E;6;19;822;II;JJ;3
A320;C;6;7;88;DD;JJ;1
A321;C;6;10;275;DD;JJ;2
B738;C;6;7;97;DD;JJ;1
A319;C;6;8;139;DD;JJ;1
B76W;D;6;10;249;II;JJ;3
B77W;E;6;15;564;II;JJ;3
B738;C;6;12;331;II;JJ;3
A321;C;6;9;184;DD;JJ;2
B738;C;6;8;82;DD;JJ;1
A320;C;6;7;59;DD;JJ;1
A321;C;6;8;103;DD;JJ;1
B737;C;6;7;58;DD;JJ;1
B738;C;6;7;52;DD;JJ;1
B738;C;6;8;84;DD;JJ;1
A320;C;6;9;155;DD;JJ;1
A320;C;7;8;76;DD;JJ;1
A320;C;7;8;71;DD;JJ;1
A320;C;7;8;74;DI;SJ;1
A321;C;7;8;88;DD;JJ;1
AT72;C;7;7;24;DD;JJ;1
A320;C;7;8;54;DD;JJ;1
A320;C;7;9;101;DD;JJ;1
A346;E;7;15;462;II;JJ;3
A320;C;7;8;48;DD;JJ;1
AT72;C;7;8;32;DD;JJ;1
B738;C;7;8;58;DD;JJ;1
B737;C;7;8;32;DD;JJ;1
A320;C;7;9;102;DD;JJ;1
A320;C;7;8;39;DD;JJ;1
B738;C;7;9;87;DD;JJ;1
A321;C;7;8;71;DD;JJ;1
A320;C;7;10;150;II;JG;1
E190;C;7;8;45;DD;JJ;1
B76W;D;8;8;49;II;FF;1
B738;C;8;9;65;DD;JJ;1
E190;C;8;9;57;DD;JJ;1
E190;C;8;8;29;DD;JJ;1
B738;C;8;9;53;DD;JJ;1
A320;C;8;9;39;DD;JJ;1
B737;C;8;9;65;DD;JJ;1
B738;C;8;9;49;DD;JJ;1
B737;C;8;9;40;DD;JJ;1
B737;C;8;9;45;DD;JJ;1
B738;C;9;11;128;DI;JJ;1
B738;C;9;10;63;DD;JJ;1
A321;C;9;10;95;DD;JJ;1
A320;C;9;10;66;DD;JJ;1
E190;C;9;9;41;DD;JJ;1
B738;C;9;10;43;ID;JJ;1
B76W;D;9;22;792;II;JJ;3
A320;C;9;11;96;II;JJ;1
B77W;E;9;21;699;II;JJ;3
A321;C;9;11;94;DD;JJ;1
B738;C;9;10;49;DI;JJ;1
B738;C;9;10;86;II;JJ;1
B738;C;9;10;56;DD;JJ;1
B738;C;9;10;72;DD;JJ;1
B737;C;9;10;54;DD;JJ;1
B737;C;9;10;47;II;JJ;1
B738;C;9;11;80;DD;JJ;1
A320;C;9;11;79;II;JJ;1
E190;C;9;10;36;DD;JJ;1
B738;C;9;10;47;DD;JJ;1
A320;C;10;11;89;DD;JJ;1
A321;C;10;12;155;DD;JJ;1
B738;C;10;11;60;DD;JJ;1
B738;C;10;11;50;DD;JJ;1
A321;C;10;11;87;DD;JJ;1
A320;C;10;11;78;DD;JJ;1
A320;C;10;11;55;DD;JJ;1
A320;C;10;11;42;DD;JJ;1
B738;C;10;11;57;DI;JJ;1
E190;C;10;11;43;DD;JJ;1
E190;C;10;11;49;DD;JJ;1
AT72;C;10;11;30;DD;JJ;1
B772;E;10;23;735;II;JJ;3
B738;C;10;11;46;DD;JG;1
A320;C;10;12;71;DD;JJ;1
B737;C;10;11;64;DD;JJ;1
A320;C;10;12;111;II;JJ;1
A320;C;10;11;54;DD;JJ;1
A320;C;11;11;55;DD;JJ;1
B772;E;11;23;766;II;JJ;3
E190;C;11;11;47;DD;JJ;1
B738;C;11;12;88;DD;JJ;1
B738;C;11;12;64;II;JJ;1
A318;C;11;12;84;DD;JJ;1
A320;C;11;12;64;DD;JJ;1
B737;C;11;12;43;DI;JJ;1
A319;C;11;12;62;DD;JJ;1
B738;C;11;12;43;DD;JJ;1
E190;C;11;12;58;DD;JJ;1
A321;C;11;13;104;DD;JJ;1
B788;E;11;16;283;II;JJ;1
AT72;C;11;12;50;DD;JJ;1
A320;C;11;13;103;DD;JJ;1
A320;C;11;13;84;DD;JJ;1
B738;C;11;12;67;DD;JJ;1
E190;C;11;13;99;DD;JJ;1
A321;C;11;13;85;DD;JJ;1
A321;C;11;13;116;DD;JJ;1
A320;C;11;13;90;DD;JJ;1
A320;C;12;12;58;DD;JJ;1
AT72;C;12;12;28;DD;JJ;1
A321;C;12;16;261;DD;JJ;2
AT72;C;12;12;35;DD;JJ;1
A320;C;12;13;70;DD;JJ;1
B738;C;12;13;48;DD;JJ;1
B738;C;12;12;40;DI;JJ;1
B738;C;12;13;58;DD;JJ;1
B738;C;12;14;108;DD;JJ;1
B738;C;12;13;56;DD;JJ;1
E190;C;12;13;67;DD;JJ;1
A318;C;12;14;138;DD;JJ;1
E190;C;12;13;38;DD;JJ;1
AT72;C;12;14;80;DD;JJ;1
E190;C;12;14;101;DD;JJ;1
B738;C;12;13;53;DD;JJ;1
A321;C;12;16;238;DD;JJ;1
A320;C;12;14;115;DD;JJ;1
A320;C;12;13;55;DD;JJ;1
A319;C;13;17;274;II;JJ;1
B738;C;13;14;59;DD;JJ;1
B738;C;13;14;67;DD;JJ;1
A320;C;13;14;72;DD;JJ;1
B737;C;13;13;39;DD;JJ;1
B738;C;13;14;45;DD;JJ;1
A320;C;13;16;217;DD;JJ;1
E190;C;13;15;102;DD;JJ;1
F100;C;13;14;50;DD;JJ;1
E190;C;13;14;37;DD;JJ;1
A320;C;13;15;126;DD;JJ;1
A320;C;13;15;134;DD;JJ;1
A320;C;13;15;110;DD;JJ;1
B738;C;13;14;42;DD;JJ;1
A320;C;13;14;53;II;JJ;1
A332;E;13;23;592;DI;SJ;2
B737;C;13;14;43;DD;JJ;1
A320;C;13;16;178;DD;JJ;1
E190;C;13;14;55;DD;JJ;1
A320;C;13;15;89;DD;JJ;1
B738;C;13;15;72;DD;JJ;1
B738;C;14;14;47;DD;JJ;1
A320;C;14;16;160;DD;JJ;1
A321;C;14;15;65;DD;JJ;1
AT72;C;14;14;31;DD;JJ;1
A318;C;14;15;61;DD;JJ;1
B738;C;14;17;198;ID;JJ;1
E190;C;14;14;37;DD;JJ;1
A332;E;14;5;887;DD;FF;1
A320;C;14;15;73;DD;JJ;1
B737;C;14;15;65;II;JJ;1
E190;C;14;16;118;DD;JJ;1
B738;C;14;15;41;DD;JJ;1
B738;C;14;15;83;DD;JJ;1
B738;C;14;16;94;DD;JJ;1
A320;C;14;16;86;DD;JJ;1
A320;C;14;17;158;II;JJ;1
A320;C;14;16;86;DD;JJ;1
B737;C;14;15;50;DD;JJ;1
B738;C;15;15;48;DD;JJ;1
B738;C;15;16;69;DD;JJ;1
B738;C;15;16;56;DD;JJ;1
B737;C;15;16;62;DD;JJ;1
B737;C;15;16;71;DD;JJ;1
A319;C;15;16;41;DD;JJ;1
B738;C;15;16;43;DD;JJ;1
B76W;D;15;19;234;II;JJ;3
B738;C;15;17;83;DD;JJ;1
E190;C;15;16;29;DD;JJ;1
A320;C;15;18;154;II;SJ;1
A320;C;15;17;70;DD;JJ;1
B77L;E;16;17;117;II;JJ;1
A321;C;16;17;107;DD;JJ;1
A318;C;16;17;77;DD;JJ;1
A320;C;16;17;69;DD;JJ;1
B738;C;16;17;62;DD;JJ;1
A320;C;16;16;40;DD;JJ;1
B738;C;16;17;62;DD;JJ;1
B738;C;16;17;44;DD;JJ;1
A320;C;16;17;60;DD;JJ;1
B773;E;16;0;466;II;JJ;3
A320;C;16;17;72;DD;JJ;1
B738;C;16;17;54;ID;JJ;1
A320;C;16;18;145;DD;JJ;1
A320;C;16;5;789;DD;JJ;3
B737;C;16;17;61;DD;JG;1
E190;C;16;17;42;DD;JJ;1
A320;C;16;17;59;DD;JJ;1
E190;C;16;17;50;DD;JJ;1
A321;C;16;18;83;DD;JJ;1
B738;C;16;18;89;DD;JJ;1
A320;C;17;18;62;ID;SJ;1
B77W;E;17;19;140;II;JJ;1
A320;C;17;18;117;DD;JJ;1
B772;E;17;19;166;II;JJ;1
B737;C;17;18;57;DD;JG;1
B77W;E;17;18;89;II;JJ;1
A320;C;17;18;103;II;JJ;1
A332;E;17;19;110;II;JJ;1
E190;C;17;18;48;DD;JJ;1
AT72;C;17;17;26;DD;JJ;1
B738;C;17;18;62;II;JJ;1
B737;C;17;18;65;DD;JJ;1
B738;C;17;19;131;DD;JJ;1
E190;C;17;18;70;DD;JJ;1
AT72;C;17;18;34;DD;JJ;1
E190;C;17;18;52;DD;JJ;1
B738;C;17;19;103;ID;JJ;1
AT72;C;17;18;41;DD;JJ;1
B738;C;17;19;97;ID;JJ;1
A320;C;17;21;208;II;JJ;1
B738;C;18;19;70;DD;JJ;1
E190;C;18;19;51;DD;JJ;1
A321;C;18;19;62;DD;JJ;1
A320;C;18;19;75;DD;JJ;1
B738;C;18;19;93;ID;JJ;1
B738;C;18;19;81;DD;JJ;1
E190;C;18;19;37;DD;JJ;1
B737;C;18;19;67;ID;JJ;1
A321;C;18;22;233;DD;JJ;2
A320;C;18;8;840;DD;GJ;1
A321;C;18;20;90;DD;JJ;1
A321;C;18;20;94;DD;JJ;1
B738;C;18;19;71;DD;JJ;1
B738;C;18;19;61;DD;GJ;1
A318;C;18;20;87;DD;JJ;1
AT72;C;18;19;32;DD;JJ;1
A319;C;18;19;57;DD;JJ;1
B738;C;18;20;79;DD;JJ;1
A320;C;18;19;49;DD;JJ;1
B738;C;19;20;76;DD;JJ;1
A321;C;19;20;66;DD;JJ;1
B738;C;19;21;128;DI;JJ;1
B738;C;19;20;94;ID;JG;1
B738;C;19;21;134;DI;JJ;1
B763;D;19;22;180;II;JJ;1
A320;C;19;20;76;DD;JJ;1
AT72;C;19;19;33;DD;JJ;1
B77W;E;19;23;230;II;JJ;1
B738;C;19;20;59;DD;JJ;1
A320;C;19;20;55;DD;JJ;1
B738;C;19;21;122;DD;JG;1
B77W;E;19;22;155;II;JJ;1
A320;C;19;20;64;II;JJ;1
B737;C;19;20;66;DD;JJ;1
B738;C;19;20;49;DD;JJ;1
B738;C;19;20;72;DD;JJ;1
B738;C;19;20;50;DD;JJ;1
A321;C;19;20;49;DD;JJ;1
A332;E;19;22;1593;II;JJ;3
A320;C;19;23;192;DD;JJ;1
A320;C;20;5;563;II;JJ;2
B76W;D;20;22;170;II;JJ;1
B738;C;20;22;118;DI;JJ;1
A321;C;20;22;156;DD;JJ;1
E190;C;20;20;38;DD;JJ;1
B738;C;20;21;92;DD;JJ;1
A320;C;20;22;141;DD;JG;1
B77W;E;20;22;139;II;JJ;1
E190;C;20;20;33;DD;JJ;1
B76W;D;20;23;214;II;JJ;2
E190;C;20;21;35;DD;JJ;1
E190;C;20;21;58;DD;JJ;1
A332;E;20;22;125;II;JJ;1
A321;C;20;23;167;DD;JJ;1
B737;C;20;21;37;DD;JJ;1
B737;C;20;21;32;DD;JJ;1
B737;C;20;21;44;DD;JJ;1
